campaign_id,campaign_name,start_date,end_date,channel
498,Campaign 498,2025-09-21,2025-09-22,Social Media
499,Campaign 499,2025-09-23,2025-09-24,Instagram
500,Campaign 500,2025-09-25,2025-09-26,Instagram
501,Campaign 501,2025-09-27,2025-09-28,Google Ads
502,Campaign 502,2025-09-29,2025-09-30,Google Ads
503,Campaign 503,2025-10-01,2025-10-02,Facebook Ads
504,Campaign 504,2025-10-03,2025-10-04,Social Media
505,Campaign 505,2025-10-05,2025-10-06,Email
506,Campaign 506,2025-10-07,2025-10-08,Google Ads
507,Campaign 507,2025-10-09,2025-10-10,Social Media
508,Campaign 508,2025-10-11,2025-10-12,Social Media
509,Campaign 509,2025-10-13,2025-10-14,SMS
510,Campaign 510,2025-10-15,2025-10-16,SMS
511,Campaign 511,2025-10-17,2025-10-18,SMS
512,Campaign 512,2025-10-19,2025-10-20,Facebook Ads
513,Campaign 513,2025-10-21,2025-10-22,Google Ads
514,Campaign 514,2025-10-23,2025-10-24,Google Ads
515,Campaign 515,2025-10-25,2025-10-26,Social Media
516,Campaign 516,2025-10-27,2025-10-28,SMS
517,Campaign 517,2025-10-29,2025-10-30,SMS
518,Campaign 518,2025-10-31,2025-11-01,Google Ads
519,Campaign 519,2025-11-02,2025-11-03,Facebook Ads
520,Campaign 520,2025-11-04,2025-11-05,Facebook Ads
521,Campaign 521,2025-11-06,2025-11-07,Facebook Ads
522,Campaign 522,2025-11-08,2025-11-09,Google Ads
523,Campaign 523,2025-11-10,2025-11-11,Google Ads
524,Campaign 524,2025-11-12,2025-11-13,Facebook Ads
525,Campaign 525,2025-11-14,2025-11-15,Instagram
526,Campaign 526,2025-11-16,2025-11-17,Email
527,Campaign 527,2025-11-18,2025-11-19,Social Media
528,Campaign 528,2025-11-20,2025-11-21,SMS
529,Campaign 529,2025-11-22,2025-11-23,Instagram
530,Campaign 530,2025-11-24,2025-11-25,Email
531,Campaign 531,2025-11-26,2025-11-27,Google Ads
532,Campaign 532,2025-11-28,2025-11-29,Social Media
533,Campaign 533,2025-11-30,2025-12-01,Instagram
534,Campaign 534,2025-12-02,2025-12-03,Social Media
535,Campaign 535,2025-12-04,2025-12-05,Google Ads
536,Campaign 536,2025-12-06,2025-12-07,SMS
537,Campaign 537,2025-12-08,2025-12-09,SMS
538,Campaign 538,2025-12-10,2025-12-11,Email
539,Campaign 539,2025-12-12,2025-12-13,SMS
540,Campaign 540,2025-12-14,2025-12-15,Email
541,Campaign 541,2025-12-16,2025-12-17,Email
542,Campaign 542,2025-12-18,2025-12-19,Instagram
543,Campaign 543,2025-12-20,2025-12-21,SMS
544,Campaign 544,2025-12-22,2025-12-23,Email
545,Campaign 545,2025-12-24,2025-12-25,Instagram
546,Campaign 546,2025-12-26,2025-12-27,Instagram
547,Campaign 547,2025-12-28,2025-12-29,Facebook Ads
548,Campaign 548,2025-12-30,2025-12-31,Instagram
549,Campaign 549,2026-01-01,2026-01-02,Social Media
550,Campaign 550,2026-01-03,2026-01-04,Email
551,Campaign 551,2026-01-05,2026-01-06,Instagram
552,Campaign 552,2026-01-07,2026-01-08,Google Ads
553,Campaign 553,2026-01-09,2026-01-10,Instagram
554,Campaign 554,2026-01-11,2026-01-12,Instagram
555,Campaign 555,2026-01-13,2026-01-14,Facebook Ads
556,Campaign 556,2026-01-15,2026-01-16,SMS
557,Campaign 557,2026-01-17,2026-01-18,Social Media
558,Campaign 558,2026-01-19,2026-01-20,Google Ads
559,Campaign 559,2026-01-21,2026-01-22,Facebook Ads
560,Campaign 560,2026-01-23,2026-01-24,Social Media
561,Campaign 561,2026-01-25,2026-01-26,Instagram
562,Campaign 562,2026-01-27,2026-01-28,SMS
563,Campaign 563,2026-01-29,2026-01-30,Google Ads
564,Campaign 564,2026-01-31,2026-02-01,Social Media
565,Campaign 565,2026-02-02,2026-02-03,Facebook Ads
566,Campaign 566,2026-02-04,2026-02-05,Instagram
567,Campaign 567,2026-02-06,2026-02-07,Instagram
568,Campaign 568,2026-02-08,2026-02-09,Email
569,Campaign 569,2026-02-10,2026-02-11,Facebook Ads
570,Campaign 570,2026-02-12,2026-02-13,Google Ads
571,Campaign 571,2026-02-14,2026-02-15,Instagram
572,Campaign 572,2026-02-16,2026-02-17,Email
573,Campaign 573,2026-02-18,2026-02-19,SMS
574,Campaign 574,2026-02-20,2026-02-21,Social Media
575,Campaign 575,2026-02-22,2026-02-23,Instagram
576,Campaign 576,2026-02-24,2026-02-25,SMS
577,Campaign 577,2026-02-26,2026-02-27,Social Media
578,Campaign 578,2026-02-28,2026-03-01,Instagram
579,Campaign 579,2026-03-02,2026-03-03,Social Media
580,Campaign 580,2026-03-04,2026-03-05,Facebook Ads
581,Campaign 581,2026-03-06,2026-03-07,Social Media
582,Campaign 582,2026-03-08,2026-03-09,Social Media
583,Campaign 583,2026-03-10,2026-03-11,Instagram
584,Campaign 584,2026-03-12,2026-03-13,Instagram
585,Campaign 585,2026-03-14,2026-03-15,SMS
586,Campaign 586,2026-03-16,2026-03-17,Social Media
587,Campaign 587,2026-03-18,2026-03-19,SMS
588,Campaign 588,2026-03-20,2026-03-21,SMS
589,Campaign 589,2026-03-22,2026-03-23,Facebook Ads
590,Campaign 590,2026-03-24,2026-03-25,Google Ads
591,Campaign 591,2026-03-26,2026-03-27,Email
592,Campaign 592,2026-03-28,2026-03-29,Social Media
593,Campaign 593,2026-03-30,2026-03-31,Facebook Ads
594,Campaign 594,2026-04-01,2026-04-02,Social Media
595,Campaign 595,2026-04-03,2026-04-04,Email
596,Campaign 596,2026-04-05,2026-04-06,Google Ads
597,Campaign 597,2026-04-07,2026-04-08,Google Ads
598,Campaign 598,2026-04-09,2026-04-10,Social Media
599,Campaign 599,2026-04-11,2026-04-12,Email
600,Campaign 600,2026-04-13,2026-04-14,SMS
601,Campaign 601,2026-04-15,2026-04-16,Social Media
602,Campaign 602,2026-04-17,2026-04-18,Instagram
603,Campaign 603,2026-04-19,2026-04-20,Google Ads
604,Campaign 604,2026-04-21,2026-04-22,Facebook Ads
605,Campaign 605,2026-04-23,2026-04-24,Facebook Ads
606,Campaign 606,2026-04-25,2026-04-26,Facebook Ads
607,Campaign 607,2026-04-27,2026-04-28,Email
608,Campaign 608,2026-04-29,2026-04-30,Email
609,Campaign 609,2026-05-01,2026-05-02,SMS
610,Campaign 610,2026-05-03,2026-05-04,Google Ads
611,Campaign 611,2026-05-05,2026-05-06,Email
612,Campaign 612,2026-05-07,2026-05-08,SMS
613,Campaign 613,2026-05-09,2026-05-10,Instagram
614,Campaign 614,2026-05-11,2026-05-12,SMS
615,Campaign 615,2026-05-13,2026-05-14,Google Ads
616,Campaign 616,2026-05-15,2026-05-16,SMS
617,Campaign 617,2026-05-17,2026-05-18,Google Ads
618,Campaign 618,2026-05-19,2026-05-20,Instagram
619,Campaign 619,2026-05-21,2026-05-22,Instagram
620,Campaign 620,2026-05-23,2026-05-24,Instagram
621,Campaign 621,2026-05-25,2026-05-26,Social Media
622,Campaign 622,2026-05-27,2026-05-28,Facebook Ads
623,Campaign 623,2026-05-29,2026-05-30,SMS
624,Campaign 624,2026-05-31,2026-06-01,Facebook Ads
625,Campaign 625,2026-06-02,2026-06-03,Google Ads
626,Campaign 626,2026-06-04,2026-06-05,Instagram
627,Campaign 627,2026-06-06,2026-06-07,SMS
628,Campaign 628,2026-06-08,2026-06-09,Email
629,Campaign 629,2026-06-10,2026-06-11,Instagram
630,Campaign 630,2026-06-12,2026-06-13,Google Ads
631,Campaign 631,2026-06-14,2026-06-15,Facebook Ads
632,Campaign 632,2026-06-16,2026-06-17,Social Media
633,Campaign 633,2026-06-18,2026-06-19,Instagram
634,Campaign 634,2026-06-20,2026-06-21,Facebook Ads
635,Campaign 635,2026-06-22,2026-06-23,Google Ads
636,Campaign 636,2026-06-24,2026-06-25,Google Ads
637,Campaign 637,2026-06-26,2026-06-27,Facebook Ads
638,Campaign 638,2026-06-28,2026-06-29,Facebook Ads
639,Campaign 639,2026-06-30,2026-07-01,Instagram
640,Campaign 640,2026-07-02,2026-07-03,Email
641,Campaign 641,2026-07-04,2026-07-05,Instagram
642,Campaign 642,2026-07-06,2026-07-07,Social Media
643,Campaign 643,2026-07-08,2026-07-09,Facebook Ads
644,Campaign 644,2026-07-10,2026-07-11,Social Media
645,Campaign 645,2026-07-12,2026-07-13,Social Media
646,Campaign 646,2026-07-14,2026-07-15,Email
647,Campaign 647,2026-07-16,2026-07-17,Instagram
648,Campaign 648,2026-07-18,2026-07-19,SMS
649,Campaign 649,2026-07-20,2026-07-21,Google Ads
650,Campaign 650,2026-07-22,2026-07-23,Social Media
651,Campaign 651,2026-07-24,2026-07-25,Social Media
652,Campaign 652,2026-07-26,2026-07-27,Social Media
653,Campaign 653,2026-07-28,2026-07-29,Social Media
654,Campaign 654,2026-07-30,2026-07-31,Google Ads
655,Campaign 655,2026-08-01,2026-08-02,Instagram
656,Campaign 656,2026-08-03,2026-08-04,SMS
657,Campaign 657,2026-08-05,2026-08-06,Email
658,Campaign 658,2026-08-07,2026-08-08,SMS
659,Campaign 659,2026-08-09,2026-08-10,Social Media
660,Campaign 660,2026-08-11,2026-08-12,Facebook Ads
661,Campaign 661,2026-08-13,2026-08-14,Google Ads
662,Campaign 662,2026-08-15,2026-08-16,SMS
663,Campaign 663,2026-08-17,2026-08-18,Email
664,Campaign 664,2026-08-19,2026-08-20,Facebook Ads
665,Campaign 665,2026-08-21,2026-08-22,SMS
666,Campaign 666,2026-08-23,2026-08-24,Facebook Ads
667,Campaign 667,2026-08-25,2026-08-26,Facebook Ads
668,Campaign 668,2026-08-27,2026-08-28,Social Media
669,Campaign 669,2026-08-29,2026-08-30,Instagram
670,Campaign 670,2026-08-31,2026-09-01,Social Media
671,Campaign 671,2026-09-02,2026-09-03,SMS
672,Campaign 672,2026-09-04,2026-09-05,Facebook Ads
673,Campaign 673,2026-09-06,2026-09-07,Email
674,Campaign 674,2026-09-08,2026-09-09,Social Media
675,Campaign 675,2026-09-10,2026-09-11,Email
676,Campaign 676,2026-09-12,2026-09-13,Social Media
677,Campaign 677,2026-09-14,2026-09-15,Instagram
678,Campaign 678,2026-09-16,2026-09-17,Instagram
679,Campaign 679,2026-09-18,2026-09-19,Social Media
680,Campaign 680,2026-09-20,2026-09-21,Social Media
681,Campaign 681,2026-09-22,2026-09-23,SMS
682,Campaign 682,2026-09-24,2026-09-25,Instagram
683,Campaign 683,2026-09-26,2026-09-27,Email
684,Campaign 684,2026-09-28,2026-09-29,Instagram
685,Campaign 685,2026-09-30,2026-10-01,Social Media
686,Campaign 686,2026-10-02,2026-10-03,Email
687,Campaign 687,2026-10-04,2026-10-05,Social Media
688,Campaign 688,2026-10-06,2026-10-07,Google Ads
689,Campaign 689,2026-10-08,2026-10-09,Social Media
690,Campaign 690,2026-10-10,2026-10-11,Instagram
691,Campaign 691,2026-10-12,2026-10-13,Facebook Ads
692,Campaign 692,2026-10-14,2026-10-15,Instagram
693,Campaign 693,2026-10-16,2026-10-17,Instagram
694,Campaign 694,2026-10-18,2026-10-19,SMS
695,Campaign 695,2026-10-20,2026-10-21,Email
696,Campaign 696,2026-10-22,2026-10-23,SMS
697,Campaign 697,2026-10-24,2026-10-25,SMS
698,Campaign 698,2026-10-26,2026-10-27,SMS
699,Campaign 699,2026-10-28,2026-10-29,Google Ads
700,Campaign 700,2026-10-30,2026-10-31,Email
701,Campaign 701,2026-11-01,2026-11-02,Social Media
702,Campaign 702,2026-11-03,2026-11-04,Facebook Ads
703,Campaign 703,2026-11-05,2026-11-06,Instagram
704,Campaign 704,2026-11-07,2026-11-08,Facebook Ads
705,Campaign 705,2026-11-09,2026-11-10,Facebook Ads
706,Campaign 706,2026-11-11,2026-11-12,Social Media
707,Campaign 707,2026-11-13,2026-11-14,Social Media
708,Campaign 708,2026-11-15,2026-11-16,Facebook Ads
709,Campaign 709,2026-11-17,2026-11-18,Instagram
710,Campaign 710,2026-11-19,2026-11-20,Social Media
711,Campaign 711,2026-11-21,2026-11-22,Instagram
712,Campaign 712,2026-11-23,2026-11-24,Social Media
713,Campaign 713,2026-11-25,2026-11-26,Instagram
714,Campaign 714,2026-11-27,2026-11-28,SMS
715,Campaign 715,2026-11-29,2026-11-30,Instagram
716,Campaign 716,2026-12-01,2026-12-02,Google Ads
717,Campaign 717,2026-12-03,2026-12-04,Social Media
718,Campaign 718,2026-12-05,2026-12-06,SMS
719,Campaign 719,2026-12-07,2026-12-08,SMS
720,Campaign 720,2026-12-09,2026-12-10,Google Ads
721,Campaign 721,2026-12-11,2026-12-12,Facebook Ads
722,Campaign 722,2026-12-13,2026-12-14,Instagram
723,Campaign 723,2026-12-15,2026-12-16,Instagram
724,Campaign 724,2026-12-17,2026-12-18,Email
725,Campaign 725,2026-12-19,2026-12-20,Social Media
726,Campaign 726,2026-12-21,2026-12-22,Facebook Ads
727,Campaign 727,2026-12-23,2026-12-24,Facebook Ads
728,Campaign 728,2026-12-25,2026-12-26,Social Media
729,Campaign 729,2026-12-27,2026-12-28,Email
730,Campaign 730,2026-12-29,2026-12-30,Email
731,Campaign 731,2026-12-31,2027-01-01,Social Media
732,Campaign 732,2027-01-02,2027-01-03,Instagram
733,Campaign 733,2027-01-04,2027-01-05,Instagram
734,Campaign 734,2027-01-06,2027-01-07,SMS
735,Campaign 735,2027-01-08,2027-01-09,Facebook Ads
736,Campaign 736,2027-01-10,2027-01-11,Social Media
737,Campaign 737,2027-01-12,2027-01-13,Instagram
738,Campaign 738,2027-01-14,2027-01-15,Email
739,Campaign 739,2027-01-16,2027-01-17,Social Media
740,Campaign 740,2027-01-18,2027-01-19,Facebook Ads
741,Campaign 741,2027-01-20,2027-01-21,Instagram
742,Campaign 742,2027-01-22,2027-01-23,Instagram
743,Campaign 743,2027-01-24,2027-01-25,Email
744,Campaign 744,2027-01-26,2027-01-27,Instagram
745,Campaign 745,2027-01-28,2027-01-29,Instagram
746,Campaign 746,2027-01-30,2027-01-31,Email
747,Campaign 747,2027-02-01,2027-02-02,Email
748,Campaign 748,2027-02-03,2027-02-04,Facebook Ads
749,Campaign 749,2027-02-05,2027-02-06,SMS
750,Campaign 750,2027-02-07,2027-02-08,Social Media
751,Campaign 751,2027-02-09,2027-02-10,Instagram
752,Campaign 752,2027-02-11,2027-02-12,Instagram
753,Campaign 753,2027-02-13,2027-02-14,Email
754,Campaign 754,2027-02-15,2027-02-16,SMS
755,Campaign 755,2027-02-17,2027-02-18,SMS
756,Campaign 756,2027-02-19,2027-02-20,Facebook Ads
757,Campaign 757,2027-02-21,2027-02-22,Instagram
758,Campaign 758,2027-02-23,2027-02-24,Facebook Ads
759,Campaign 759,2027-02-25,2027-02-26,Google Ads
760,Campaign 760,2027-02-27,2027-02-28,Email
761,Campaign 761,2027-03-01,2027-03-02,SMS
762,Campaign 762,2027-03-03,2027-03-04,Instagram
763,Campaign 763,2027-03-05,2027-03-06,Facebook Ads
764,Campaign 764,2027-03-07,2027-03-08,Social Media
765,Campaign 765,2027-03-09,2027-03-10,Facebook Ads
766,Campaign 766,2027-03-11,2027-03-12,Facebook Ads
767,Campaign 767,2027-03-13,2027-03-14,Google Ads
768,Campaign 768,2027-03-15,2027-03-16,Instagram
769,Campaign 769,2027-03-17,2027-03-18,SMS
770,Campaign 770,2027-03-19,2027-03-20,SMS
771,Campaign 771,2027-03-21,2027-03-22,Instagram
772,Campaign 772,2027-03-23,2027-03-24,Email
773,Campaign 773,2027-03-25,2027-03-26,Facebook Ads
774,Campaign 774,2027-03-27,2027-03-28,Social Media
775,Campaign 775,2027-03-29,2027-03-30,Google Ads
776,Campaign 776,2027-03-31,2027-04-01,Facebook Ads
777,Campaign 777,2027-04-02,2027-04-03,Social Media
778,Campaign 778,2027-04-04,2027-04-05,Email
779,Campaign 779,2027-04-06,2027-04-07,Google Ads
780,Campaign 780,2027-04-08,2027-04-09,Instagram
781,Campaign 781,2027-04-10,2027-04-11,Instagram
782,Campaign 782,2027-04-12,2027-04-13,Facebook Ads
783,Campaign 783,2027-04-14,2027-04-15,Google Ads
784,Campaign 784,2027-04-16,2027-04-17,Social Media
785,Campaign 785,2027-04-18,2027-04-19,Email
786,Campaign 786,2027-04-20,2027-04-21,SMS
787,Campaign 787,2027-04-22,2027-04-23,SMS
788,Campaign 788,2027-04-24,2027-04-25,Email
789,Campaign 789,2027-04-26,2027-04-27,Instagram
790,Campaign 790,2027-04-28,2027-04-29,Instagram
791,Campaign 791,2027-04-30,2027-05-01,Email
792,Campaign 792,2027-05-02,2027-05-03,Instagram
793,Campaign 793,2027-05-04,2027-05-05,Email
794,Campaign 794,2027-05-06,2027-05-07,Facebook Ads
795,Campaign 795,2027-05-08,2027-05-09,SMS
796,Campaign 796,2027-05-10,2027-05-11,Social Media
797,Campaign 797,2027-05-12,2027-05-13,SMS
798,Campaign 798,2027-05-14,2027-05-15,Google Ads
799,Campaign 799,2027-05-16,2027-05-17,Facebook Ads
800,Campaign 800,2027-05-18,2027-05-19,Google Ads
801,Campaign 801,2027-05-20,2027-05-21,Email
802,Campaign 802,2027-05-22,2027-05-23,Social Media
803,Campaign 803,2027-05-24,2027-05-25,Facebook Ads
804,Campaign 804,2027-05-26,2027-05-27,SMS
805,Campaign 805,2027-05-28,2027-05-29,Instagram
806,Campaign 806,2027-05-30,2027-05-31,Google Ads
807,Campaign 807,2027-06-01,2027-06-02,Google Ads
808,Campaign 808,2027-06-03,2027-06-04,Instagram
809,Campaign 809,2027-06-05,2027-06-06,Facebook Ads
810,Campaign 810,2027-06-07,2027-06-08,Instagram
811,Campaign 811,2027-06-09,2027-06-10,Google Ads
812,Campaign 812,2027-06-11,2027-06-12,Instagram
813,Campaign 813,2027-06-13,2027-06-14,Google Ads
814,Campaign 814,2027-06-15,2027-06-16,SMS
815,Campaign 815,2027-06-17,2027-06-18,Facebook Ads
816,Campaign 816,2027-06-19,2027-06-20,Social Media
817,Campaign 817,2027-06-21,2027-06-22,Facebook Ads
818,Campaign 818,2027-06-23,2027-06-24,Instagram
819,Campaign 819,2027-06-25,2027-06-26,Instagram
820,Campaign 820,2027-06-27,2027-06-28,Facebook Ads
821,Campaign 821,2027-06-29,2027-06-30,Social Media
822,Campaign 822,2027-07-01,2027-07-02,Google Ads
823,Campaign 823,2027-07-03,2027-07-04,Instagram
824,Campaign 824,2027-07-05,2027-07-06,Instagram
825,Campaign 825,2027-07-07,2027-07-08,Facebook Ads
826,Campaign 826,2027-07-09,2027-07-10,Google Ads
827,Campaign 827,2027-07-11,2027-07-12,Google Ads
828,Campaign 828,2027-07-13,2027-07-14,Instagram
829,Campaign 829,2027-07-15,2027-07-16,Google Ads
830,Campaign 830,2027-07-17,2027-07-18,SMS
831,Campaign 831,2027-07-19,2027-07-20,Facebook Ads
832,Campaign 832,2027-07-21,2027-07-22,SMS
833,Campaign 833,2027-07-23,2027-07-24,Social Media
834,Campaign 834,2027-07-25,2027-07-26,SMS
835,Campaign 835,2027-07-27,2027-07-28,Email
836,Campaign 836,2027-07-29,2027-07-30,SMS
837,Campaign 837,2027-07-31,2027-08-01,Social Media
838,Campaign 838,2027-08-02,2027-08-03,Facebook Ads
839,Campaign 839,2027-08-04,2027-08-05,SMS
840,Campaign 840,2027-08-06,2027-08-07,Social Media
841,Campaign 841,2027-08-08,2027-08-09,Email
842,Campaign 842,2027-08-10,2027-08-11,Social Media
843,Campaign 843,2027-08-12,2027-08-13,Instagram
844,Campaign 844,2027-08-14,2027-08-15,Facebook Ads
845,Campaign 845,2027-08-16,2027-08-17,Google Ads
846,Campaign 846,2027-08-18,2027-08-19,Instagram
847,Campaign 847,2027-08-20,2027-08-21,Instagram
848,Campaign 848,2027-08-22,2027-08-23,SMS
849,Campaign 849,2027-08-24,2027-08-25,SMS
850,Campaign 850,2027-08-26,2027-08-27,SMS
851,Campaign 851,2027-08-28,2027-08-29,Email
852,Campaign 852,2027-08-30,2027-08-31,Social Media
853,Campaign 853,2027-09-01,2027-09-02,Facebook Ads
854,Campaign 854,2027-09-03,2027-09-04,SMS
855,Campaign 855,2027-09-05,2027-09-06,Email
856,Campaign 856,2027-09-07,2027-09-08,Email
857,Campaign 857,2027-09-09,2027-09-10,Social Media
858,Campaign 858,2027-09-11,2027-09-12,Facebook Ads
859,Campaign 859,2027-09-13,2027-09-14,Instagram
860,Campaign 860,2027-09-15,2027-09-16,Facebook Ads
861,Campaign 861,2027-09-17,2027-09-18,Email
862,Campaign 862,2027-09-19,2027-09-20,Email
863,Campaign 863,2027-09-21,2027-09-22,Google Ads
864,Campaign 864,2027-09-23,2027-09-24,Social Media
865,Campaign 865,2027-09-25,2027-09-26,Google Ads
866,Campaign 866,2027-09-27,2027-09-28,Email
867,Campaign 867,2027-09-29,2027-09-30,Instagram
868,Campaign 868,2027-10-01,2027-10-02,Email
869,Campaign 869,2027-10-03,2027-10-04,SMS
870,Campaign 870,2027-10-05,2027-10-06,Facebook Ads
871,Campaign 871,2027-10-07,2027-10-08,Facebook Ads
872,Campaign 872,2027-10-09,2027-10-10,Instagram
873,Campaign 873,2027-10-11,2027-10-12,SMS
874,Campaign 874,2027-10-13,2027-10-14,Instagram
875,Campaign 875,2027-10-15,2027-10-16,Google Ads
876,Campaign 876,2027-10-17,2027-10-18,SMS
877,Campaign 877,2027-10-19,2027-10-20,Instagram
878,Campaign 878,2027-10-21,2027-10-22,Email
879,Campaign 879,2027-10-23,2027-10-24,Social Media
880,Campaign 880,2027-10-25,2027-10-26,SMS
881,Campaign 881,2027-10-27,2027-10-28,Facebook Ads
882,Campaign 882,2027-10-29,2027-10-30,Facebook Ads
883,Campaign 883,2027-10-31,2027-11-01,Email
884,Campaign 884,2027-11-02,2027-11-03,Social Media
885,Campaign 885,2027-11-04,2027-11-05,SMS
886,Campaign 886,2027-11-06,2027-11-07,Instagram
887,Campaign 887,2027-11-08,2027-11-09,Google Ads
888,Campaign 888,2027-11-10,2027-11-11,Social Media
889,Campaign 889,2027-11-12,2027-11-13,Email
890,Campaign 890,2027-11-14,2027-11-15,Instagram
891,Campaign 891,2027-11-16,2027-11-17,Instagram
892,Campaign 892,2027-11-18,2027-11-19,Instagram
893,Campaign 893,2027-11-20,2027-11-21,SMS
894,Campaign 894,2027-11-22,2027-11-23,Social Media
895,Campaign 895,2027-11-24,2027-11-25,Instagram
896,Campaign 896,2027-11-26,2027-11-27,Social Media
897,Campaign 897,2027-11-28,2027-11-29,SMS
898,Campaign 898,2027-11-30,2027-12-01,Email
899,Campaign 899,2027-12-02,2027-12-03,Google Ads
900,Campaign 900,2027-12-04,2027-12-05,Social Media
901,Campaign 901,2027-12-06,2027-12-07,SMS
902,Campaign 902,2027-12-08,2027-12-09,Email
903,Campaign 903,2027-12-10,2027-12-11,Social Media
904,Campaign 904,2027-12-12,2027-12-13,Email
905,Campaign 905,2027-12-14,2027-12-15,Google Ads
906,Campaign 906,2027-12-16,2027-12-17,Facebook Ads
907,Campaign 907,2027-12-18,2027-12-19,Google Ads
908,Campaign 908,2027-12-20,2027-12-21,SMS
909,Campaign 909,2027-12-22,2027-12-23,Facebook Ads
910,Campaign 910,2027-12-24,2027-12-25,Facebook Ads
911,Campaign 911,2027-12-26,2027-12-27,Instagram
912,Campaign 912,2027-12-28,2027-12-29,Social Media
913,Campaign 913,2027-12-30,2027-12-31,Instagram
914,Campaign 914,2028-01-01,2028-01-02,Email
915,Campaign 915,2028-01-03,2028-01-04,SMS
916,Campaign 916,2028-01-05,2028-01-06,SMS
917,Campaign 917,2028-01-07,2028-01-08,Email
918,Campaign 918,2028-01-09,2028-01-10,Email
919,Campaign 919,2028-01-11,2028-01-12,Instagram
920,Campaign 920,2028-01-13,2028-01-14,Google Ads
921,Campaign 921,2028-01-15,2028-01-16,SMS
922,Campaign 922,2028-01-17,2028-01-18,Instagram
923,Campaign 923,2028-01-19,2028-01-20,Instagram
924,Campaign 924,2028-01-21,2028-01-22,Google Ads
925,Campaign 925,2028-01-23,2028-01-24,Google Ads
926,Campaign 926,2028-01-25,2028-01-26,Google Ads
927,Campaign 927,2028-01-27,2028-01-28,Social Media
928,Campaign 928,2028-01-29,2028-01-30,Instagram
929,Campaign 929,2028-01-31,2028-02-01,Social Media
930,Campaign 930,2028-02-02,2028-02-03,Facebook Ads
931,Campaign 931,2028-02-04,2028-02-05,Facebook Ads
932,Campaign 932,2028-02-06,2028-02-07,Instagram
933,Campaign 933,2028-02-08,2028-02-09,Email
934,Campaign 934,2028-02-10,2028-02-11,Google Ads
935,Campaign 935,2028-02-12,2028-02-13,Social Media
936,Campaign 936,2028-02-14,2028-02-15,Facebook Ads
937,Campaign 937,2028-02-16,2028-02-17,Instagram
938,Campaign 938,2028-02-18,2028-02-19,Email
939,Campaign 939,2028-02-20,2028-02-21,Instagram
940,Campaign 940,2028-02-22,2028-02-23,Email
941,Campaign 941,2028-02-24,2028-02-25,Instagram
942,Campaign 942,2028-02-26,2028-02-27,Google Ads
943,Campaign 943,2028-02-28,2028-02-29,Google Ads
944,Campaign 944,2028-03-01,2028-03-02,Email
945,Campaign 945,2028-03-03,2028-03-04,Instagram
946,Campaign 946,2028-03-05,2028-03-06,Google Ads
947,Campaign 947,2028-03-07,2028-03-08,Instagram
948,Campaign 948,2028-03-09,2028-03-10,Instagram
949,Campaign 949,2028-03-11,2028-03-12,Google Ads
950,Campaign 950,2028-03-13,2028-03-14,SMS
951,Campaign 951,2028-03-15,2028-03-16,Facebook Ads
952,Campaign 952,2028-03-17,2028-03-18,Facebook Ads
953,Campaign 953,2028-03-19,2028-03-20,Instagram
954,Campaign 954,2028-03-21,2028-03-22,Facebook Ads
955,Campaign 955,2028-03-23,2028-03-24,Social Media
956,Campaign 956,2028-03-25,2028-03-26,Google Ads
957,Campaign 957,2028-03-27,2028-03-28,Facebook Ads
958,Campaign 958,2028-03-29,2028-03-30,SMS
959,Campaign 959,2028-03-31,2028-04-01,Facebook Ads
960,Campaign 960,2028-04-02,2028-04-03,Instagram
961,Campaign 961,2028-04-04,2028-04-05,Email
962,Campaign 962,2028-04-06,2028-04-07,Facebook Ads
963,Campaign 963,2028-04-08,2028-04-09,Email
964,Campaign 964,2028-04-10,2028-04-11,Google Ads
965,Campaign 965,2028-04-12,2028-04-13,Email
966,Campaign 966,2028-04-14,2028-04-15,Facebook Ads
967,Campaign 967,2028-04-16,2028-04-17,SMS
968,Campaign 968,2028-04-18,2028-04-19,Social Media
969,Campaign 969,2028-04-20,2028-04-21,SMS
970,Campaign 970,2028-04-22,2028-04-23,SMS
971,Campaign 971,2028-04-24,2028-04-25,Social Media
972,Campaign 972,2028-04-26,2028-04-27,Google Ads
973,Campaign 973,2028-04-28,2028-04-29,Facebook Ads
974,Campaign 974,2028-04-30,2028-05-01,Google Ads
975,Campaign 975,2028-05-02,2028-05-03,Instagram
976,Campaign 976,2028-05-04,2028-05-05,Instagram
977,Campaign 977,2028-05-06,2028-05-07,Email
978,Campaign 978,2028-05-08,2028-05-09,SMS
979,Campaign 979,2028-05-10,2028-05-11,Google Ads
980,Campaign 980,2028-05-12,2028-05-13,Social Media
981,Campaign 981,2028-05-14,2028-05-15,Google Ads
982,Campaign 982,2028-05-16,2028-05-17,Email
983,Campaign 983,2028-05-18,2028-05-19,Facebook Ads
984,Campaign 984,2028-05-20,2028-05-21,SMS
985,Campaign 985,2028-05-22,2028-05-23,SMS
986,Campaign 986,2028-05-24,2028-05-25,Google Ads
987,Campaign 987,2028-05-26,2028-05-27,Email
988,Campaign 988,2028-05-28,2028-05-29,Instagram
989,Campaign 989,2028-05-30,2028-05-31,Social Media
990,Campaign 990,2028-06-01,2028-06-02,Facebook Ads
991,Campaign 991,2028-06-03,2028-06-04,Google Ads
992,Campaign 992,2028-06-05,2028-06-06,Google Ads
