product_key,product_id,product_name,category,price
5703,236,Product 236,Fashion,170764.4
5704,237,Product 237,Food,3078466.8
5705,238,Product 238,Electronics,1210924.81
5706,239,Product 239,Fashion,513474.6
5707,240,Product 240,Electronics,2237740.92
5708,241,Product 241,Electronics,1231223.41
5709,242,Product 242,Electronics,2017304.1
5710,243,Product 243,Beauty,2703401.45
5711,244,Product 244,Electronics,709276.52
5712,245,Product 245,Sports,1178465.97
5713,246,Product 246,Books,2891599.33
5714,247,Product 247,Books,1192151.13
5715,248,Product 248,Home,4928620.85
5716,249,Product 249,Beauty,2073665.43
5717,250,Product 250,Sports,314178.61
5718,251,Product 251,Home,3133705.76
5719,252,Product 252,Food,2783694.82
5720,253,Product 253,Electronics,4861728.27
5721,254,Product 254,Food,3931164.93
5722,255,Product 255,Books,3484578.95
5723,256,Product 256,Food,754595.86
5724,257,Product 257,Food,927556.1
5725,258,Product 258,Accessories,1212431.26
5726,259,Product 259,Beauty,1510674.73
5727,260,Product 260,Home,4030823.04
5728,261,Product 261,Electronics,2816305.89
5729,262,Product 262,Food,2790860.92
5730,263,Product 263,Home,1948211.05
5731,264,Product 264,Sports,1024650.3
5732,265,Product 265,Fashion,4611908.26
5733,266,Product 266,Books,471395.34
5734,267,Product 267,Beauty,267167.78
5735,268,Product 268,Food,3371622.88
5736,269,Product 269,Electronics,4369366.09
5737,270,Product 270,Beauty,4025206.58
5738,271,Product 271,Beauty,2402177.09
5739,272,Product 272,Books,1522908.25
5740,273,Product 273,Electronics,1066920.78
5741,274,Product 274,Beauty,4810767.01
5742,275,Product 275,Fashion,3736927.35
5743,276,Product 276,Accessories,4573062.07
5744,277,Product 277,Beauty,1989193.98
5745,278,Product 278,Beauty,2764875.67
5746,279,Product 279,Sports,1909502.1
5747,280,Product 280,Books,1549027.2
5748,281,Product 281,Books,2568954.53
5749,282,Product 282,Accessories,2335360.29
5750,283,Product 283,Accessories,3810528.56
5751,284,Product 284,Books,4572509.19
5752,285,Product 285,Books,1571480.87
5753,286,Product 286,Electronics,2816998.39
5754,287,Product 287,Beauty,3708849.37
5755,288,Product 288,Electronics,1311262.81
5756,289,Product 289,Food,1483009.51
5757,290,Product 290,Beauty,1656027.78
5758,291,Product 291,Food,2853249.67
5759,292,Product 292,Beauty,2501514.4
5760,293,Product 293,Books,1294060.52
5761,294,Product 294,Accessories,4832876.25
5762,295,Product 295,Accessories,2309536.7
5763,296,Product 296,Books,854635.9
5764,297,Product 297,Accessories,928398.39
5765,298,Product 298,Electronics,2624482.63
5766,299,Product 299,Fashion,4726488.67
5767,300,Product 300,Electronics,3824050.83
5768,301,Product 301,Food,696082.74
5769,302,Product 302,Beauty,349160.03
5770,303,Product 303,Home,55615.89
5771,304,Product 304,Accessories,1872271.46
5772,305,Product 305,Accessories,3299828.87
5773,306,Product 306,Electronics,42995.66
5774,307,Product 307,Food,69136.33
5775,308,Product 308,Sports,2683333.13
5776,309,Product 309,Sports,95541.56
5777,310,Product 310,Food,4032776.82
5778,311,Product 311,Home,544011.98
5779,312,Product 312,Fashion,2626683.15
5780,313,Product 313,Beauty,967740.96
5781,314,Product 314,Sports,4077919.81
5782,315,Product 315,Sports,3976732.3
5783,316,Product 316,Fashion,1871527.4
5784,317,Product 317,Food,2300398.75
5785,318,Product 318,Beauty,4951262.83
5786,319,Product 319,Beauty,1506873.46
5787,320,Product 320,Fashion,3272141.24
5788,321,Product 321,Electronics,476567.52
5789,322,Product 322,Food,1892076.15
5790,323,Product 323,Accessories,290013.55
5791,324,Product 324,Electronics,3517197.3
5792,325,Product 325,Fashion,2504293.38
5793,326,Product 326,Food,3228087.14
5794,327,Product 327,Books,2833624.57
5795,328,Product 328,Fashion,4475008.15
5796,329,Product 329,Electronics,1156534.82
5797,330,Product 330,Accessories,1362764.31
5798,331,Product 331,Fashion,3425299.43
5799,332,Product 332,Sports,4497565.14
5800,333,Product 333,Electronics,904978.97
5801,334,Product 334,Books,88133.9
5802,335,Product 335,Beauty,2939310.16
5803,336,Product 336,Food,4645085.95
5804,337,Product 337,Sports,820626.75
5805,338,Product 338,Beauty,2837812.64
5806,339,Product 339,Food,3388404.48
5807,340,Product 340,Books,1925392.61
5808,341,Product 341,Home,3954585.45
5809,342,Product 342,Fashion,2508956.33
5810,343,Product 343,Books,277945.2
5811,344,Product 344,Food,1168398.58
5812,345,Product 345,Fashion,1709557.8
5813,346,Product 346,Food,4844913.43
5814,347,Product 347,Books,157832.04
5815,348,Product 348,Sports,3919905.21
5816,349,Product 349,Accessories,2458111.25
5817,350,Product 350,Books,2769658.25
5818,351,Product 351,Food,2164921.25
5819,352,Product 352,Food,437613.65
5820,353,Product 353,Sports,3992295.32
5821,354,Product 354,Fashion,419369.67
5822,355,Product 355,Home,1906199.97
5823,356,Product 356,Home,3700879.89
5824,357,Product 357,Books,1809894.14
5825,358,Product 358,Fashion,35924.16
5826,359,Product 359,Sports,2229231.97
5827,360,Product 360,Sports,520134.76
5828,361,Product 361,Fashion,945085.0
5829,362,Product 362,Accessories,2789355.31
5830,363,Product 363,Food,525431.71
5831,364,Product 364,Fashion,1776032.29
5832,365,Product 365,Fashion,2988653.53
5833,366,Product 366,Books,4319953.7
5834,367,Product 367,Electronics,1466318.28
5835,368,Product 368,Food,3898053.84
5836,369,Product 369,Beauty,2864082.55
5837,370,Product 370,Home,3429726.8
5838,371,Product 371,Home,702811.89
5839,372,Product 372,Sports,1349349.92
5840,373,Product 373,Home,325703.08
5841,374,Product 374,Food,1387049.74
5842,375,Product 375,Sports,2426314.26
5843,376,Product 376,Fashion,1812013.31
5844,377,Product 377,Beauty,3607288.27
5845,378,Product 378,Accessories,2973093.93
5846,379,Product 379,Beauty,2294729.55
5847,380,Product 380,Home,1530243.4
5848,381,Product 381,Food,1667763.9
5849,382,Product 382,Food,4022341.55
5850,383,Product 383,Books,2206712.38
5851,384,Product 384,Food,4079222.6
5852,385,Product 385,Home,1509172.07
5853,386,Product 386,Beauty,2400258.61
5854,387,Product 387,Home,4823227.37
5855,388,Product 388,Books,1464326.28
5856,389,Product 389,Accessories,4839137.8
5857,390,Product 390,Beauty,1636172.32
5858,391,Product 391,Sports,4084307.63
5859,392,Product 392,Food,1831427.53
5860,393,Product 393,Beauty,2965212.9
5861,394,Product 394,Home,3411746.04
5862,395,Product 395,Electronics,4765493.01
5863,396,Product 396,Accessories,4715444.83
5864,397,Product 397,Beauty,2197890.22
5865,398,Product 398,Sports,4158096.23
5866,399,Product 399,Fashion,4096638.18
5867,400,Product 400,Food,3368158.49
5868,401,Product 401,Home,3170346.84
5869,402,Product 402,Beauty,1270881.61
5870,403,Product 403,Home,3579029.59
5871,404,Product 404,Food,379086.03
5872,405,Product 405,Accessories,2915397.66
5873,406,Product 406,Food,2722789.56
5874,407,Product 407,Books,3511155.09
5875,408,Product 408,Fashion,555753.43
5876,409,Product 409,Beauty,3291432.21
5877,410,Product 410,Books,840029.08
5878,411,Product 411,Electronics,2820469.26
5879,412,Product 412,Food,4834387.56
5880,413,Product 413,Books,4828926.72
5881,414,Product 414,Food,538663.31
5882,415,Product 415,Fashion,1301104.47
5883,416,Product 416,Beauty,2234434.97
5884,417,Product 417,Food,2320685.41
5885,418,Product 418,Home,1731387.26
5886,419,Product 419,Electronics,2419027.71
5887,420,Product 420,Sports,2085717.39
5888,421,Product 421,Fashion,589186.0
5889,422,Product 422,Home,1748159.98
5890,423,Product 423,Books,2282109.85
5891,424,Product 424,Beauty,2610363.0
5892,425,Product 425,Books,2386051.03
5893,426,Product 426,Accessories,3612749.78
5894,427,Product 427,Accessories,1601358.28
5895,428,Product 428,Sports,232968.43
5896,429,Product 429,Fashion,122699.72
5897,430,Product 430,Books,3243369.89
5898,431,Product 431,Home,4650313.01
5899,432,Product 432,Beauty,2584809.57
5900,433,Product 433,Home,1661638.38
5901,434,Product 434,Food,4792728.48
5902,435,Product 435,Beauty,3990801.38
5903,436,Product 436,Home,940070.76
5904,437,Product 437,Food,1983956.07
5905,438,Product 438,Beauty,2253379.31
5906,439,Product 439,Food,1950290.54
5907,440,Product 440,Beauty,1036864.55
5908,441,Product 441,Fashion,2890966.05
5909,442,Product 442,Home,1835307.22
5910,443,Product 443,Beauty,2293176.61
5911,444,Product 444,Sports,3356800.13
5912,445,Product 445,Accessories,2643297.95
5913,446,Product 446,Books,2988884.44
5914,447,Product 447,Food,2939153.53
5915,448,Product 448,Books,1766404.77
5916,449,Product 449,Accessories,3090639.77
5917,450,Product 450,Sports,4594226.07
5918,451,Product 451,Fashion,3363829.31
5919,452,Product 452,Books,598129.65
5920,453,Product 453,Sports,593575.03
5921,454,Product 454,Books,3470248.34
5922,455,Product 455,Food,2097013.14
5923,456,Product 456,Home,2878282.16
5924,457,Product 457,Food,936910.96
5925,458,Product 458,Home,2779013.75
5926,459,Product 459,Accessories,1451285.52
5927,460,Product 460,Home,1579754.27
5928,461,Product 461,Accessories,3100855.79
5929,462,Product 462,Books,4759691.33
5930,463,Product 463,Accessories,691308.23
5931,464,Product 464,Food,4819507.16
5932,465,Product 465,Accessories,2051580.4
5933,466,Product 466,Accessories,2083995.87
5934,467,Product 467,Accessories,2448610.56
5935,468,Product 468,Fashion,2831335.02
5936,469,Product 469,Beauty,1467528.65
5937,937,Product 937,Fashion,3315790.0
5938,938,Product 938,Sports,3117760.91
5939,939,Product 939,Home,2099940.5
5940,940,Product 940,Fashion,2562808.08
5941,941,Product 941,Fashion,1420706.77
5942,942,Product 942,Fashion,2493717.93
5943,943,Product 943,Beauty,3892014.99
5944,944,Product 944,Beauty,1796029.96
5945,945,Product 945,Food,1483802.49
5946,946,Product 946,Electronics,2745212.43
5947,947,Product 947,Beauty,3444137.54
5948,948,Product 948,Accessories,1659712.04
5949,949,Product 949,Electronics,73619.51
5950,950,Product 950,Fashion,4535331.42
5951,951,Product 951,Accessories,754231.02
5952,952,Product 952,Fashion,3899835.85
5953,953,Product 953,Fashion,3620582.45
5954,954,Product 954,Fashion,4524849.13
5955,955,Product 955,Beauty,2289188.66
5956,956,Product 956,Sports,1327983.86
5957,957,Product 957,Electronics,508046.49
5958,958,Product 958,Home,4371960.84
5959,959,Product 959,Sports,1807471.17
5960,960,Product 960,Books,2135716.08
5961,961,Product 961,Fashion,484042.37
5962,962,Product 962,Electronics,58264.92
5963,963,Product 963,Home,3320141.59
5964,964,Product 964,Home,1650017.52
5965,965,Product 965,Accessories,4775894.89
5966,966,Product 966,Sports,4393592.93
5967,967,Product 967,Fashion,1869384.54
5968,968,Product 968,Books,922518.41
5969,969,Product 969,Food,2007248.63
5970,970,Product 970,Accessories,1366447.12
5971,971,Product 971,Food,3452613.13
5972,972,Product 972,Accessories,4001496.49
5973,973,Product 973,Home,574152.22
5974,974,Product 974,Electronics,4908030.16
5975,975,Product 975,Home,527528.4
5976,976,Product 976,Accessories,4013301.27
5977,977,Product 977,Accessories,914490.2
5978,978,Product 978,Food,3898029.83
5979,979,Product 979,Electronics,4314253.11
5980,980,Product 980,Home,2420567.49
5981,981,Product 981,Accessories,573558.02
5982,982,Product 982,Food,2209032.52
5983,983,Product 983,Fashion,1315448.21
5984,984,Product 984,Books,71677.46
5985,985,Product 985,Beauty,4889698.83
5986,986,Product 986,Books,2600307.4
5987,987,Product 987,Fashion,2169911.06
5988,988,Product 988,Beauty,2414829.09
5989,989,Product 989,Food,751785.72
5990,990,Product 990,Electronics,68107.89
5991,991,Product 991,Home,2532782.18
5992,992,Product 992,Accessories,4260837.05
5993,993,Product 993,Home,383577.56
5994,994,Product 994,Accessories,1609962.74
5995,995,Product 995,Books,4851023.79
5996,996,Product 996,Electronics,2539577.37
5997,997,Product 997,Food,2022352.2
5998,998,Product 998,Beauty,403364.67
5999,999,Product 999,Accessories,4008293.83
6000,1000,Product 1000,Accessories,449219.11
