campaign_key,campaign_id,campaign_name,start_date,end_date,channel
5449,917,Campaign 917,2028-01-07,2028-01-08,Email
5450,918,Campaign 918,2028-01-09,2028-01-10,Email
5451,919,Campaign 919,2028-01-11,2028-01-12,Instagram
5452,920,Campaign 920,2028-01-13,2028-01-14,Google Ads
5453,921,Campaign 921,2028-01-15,2028-01-16,SMS
5454,922,Campaign 922,2028-01-17,2028-01-18,Instagram
5455,923,Campaign 923,2028-01-19,2028-01-20,Instagram
5456,924,Campaign 924,2028-01-21,2028-01-22,Google Ads
5457,925,Campaign 925,2028-01-23,2028-01-24,Google Ads
5458,926,Campaign 926,2028-01-25,2028-01-26,Google Ads
5459,927,Campaign 927,2028-01-27,2028-01-28,Social Media
5460,928,Campaign 928,2028-01-29,2028-01-30,Instagram
5461,929,Campaign 929,2028-01-31,2028-02-01,Social Media
5462,930,Campaign 930,2028-02-02,2028-02-03,Facebook Ads
5463,931,Campaign 931,2028-02-04,2028-02-05,Facebook Ads
5464,932,Campaign 932,2028-02-06,2028-02-07,Instagram
5465,933,Campaign 933,2028-02-08,2028-02-09,Email
5466,934,Campaign 934,2028-02-10,2028-02-11,Google Ads
5467,935,Campaign 935,2028-02-12,2028-02-13,Social Media
5468,936,Campaign 936,2028-02-14,2028-02-15,Facebook Ads
5469,937,Campaign 937,2028-02-16,2028-02-17,Instagram
5470,938,Campaign 938,2028-02-18,2028-02-19,Email
5471,939,Campaign 939,2028-02-20,2028-02-21,Instagram
5472,940,Campaign 940,2028-02-22,2028-02-23,Email
5473,941,Campaign 941,2028-02-24,2028-02-25,Instagram
5474,942,Campaign 942,2028-02-26,2028-02-27,Google Ads
5475,943,Campaign 943,2028-02-28,2028-02-29,Google Ads
5476,944,Campaign 944,2028-03-01,2028-03-02,Email
5477,945,Campaign 945,2028-03-03,2028-03-04,Instagram
5478,946,Campaign 946,2028-03-05,2028-03-06,Google Ads
5479,947,Campaign 947,2028-03-07,2028-03-08,Instagram
5480,948,Campaign 948,2028-03-09,2028-03-10,Instagram
5481,949,Campaign 949,2028-03-11,2028-03-12,Google Ads
5482,950,Campaign 950,2028-03-13,2028-03-14,SMS
5483,951,Campaign 951,2028-03-15,2028-03-16,Facebook Ads
5484,952,Campaign 952,2028-03-17,2028-03-18,Facebook Ads
5485,953,Campaign 953,2028-03-19,2028-03-20,Instagram
5486,954,Campaign 954,2028-03-21,2028-03-22,Facebook Ads
5487,955,Campaign 955,2028-03-23,2028-03-24,Social Media
5488,956,Campaign 956,2028-03-25,2028-03-26,Google Ads
5489,957,Campaign 957,2028-03-27,2028-03-28,Facebook Ads
5490,958,Campaign 958,2028-03-29,2028-03-30,SMS
5491,959,Campaign 959,2028-03-31,2028-04-01,Facebook Ads
5492,960,Campaign 960,2028-04-02,2028-04-03,Instagram
5493,961,Campaign 961,2028-04-04,2028-04-05,Email
5494,962,Campaign 962,2028-04-06,2028-04-07,Facebook Ads
5495,963,Campaign 963,2028-04-08,2028-04-09,Email
5496,964,Campaign 964,2028-04-10,2028-04-11,Google Ads
5497,965,Campaign 965,2028-04-12,2028-04-13,Email
5498,966,Campaign 966,2028-04-14,2028-04-15,Facebook Ads
5499,967,Campaign 967,2028-04-16,2028-04-17,SMS
5500,968,Campaign 968,2028-04-18,2028-04-19,Social Media
5501,969,Campaign 969,2028-04-20,2028-04-21,SMS
5502,970,Campaign 970,2028-04-22,2028-04-23,SMS
5503,971,Campaign 971,2028-04-24,2028-04-25,Social Media
5504,972,Campaign 972,2028-04-26,2028-04-27,Google Ads
5505,973,Campaign 973,2028-04-28,2028-04-29,Facebook Ads
5506,974,Campaign 974,2028-04-30,2028-05-01,Google Ads
5507,975,Campaign 975,2028-05-02,2028-05-03,Instagram
5508,976,Campaign 976,2028-05-04,2028-05-05,Instagram
5509,977,Campaign 977,2028-05-06,2028-05-07,Email
5510,978,Campaign 978,2028-05-08,2028-05-09,SMS
5511,979,Campaign 979,2028-05-10,2028-05-11,Google Ads
5512,980,Campaign 980,2028-05-12,2028-05-13,Social Media
5513,981,Campaign 981,2028-05-14,2028-05-15,Google Ads
5514,982,Campaign 982,2028-05-16,2028-05-17,Email
5515,983,Campaign 983,2028-05-18,2028-05-19,Facebook Ads
5516,984,Campaign 984,2028-05-20,2028-05-21,SMS
5517,985,Campaign 985,2028-05-22,2028-05-23,SMS
5518,986,Campaign 986,2028-05-24,2028-05-25,Google Ads
5519,987,Campaign 987,2028-05-26,2028-05-27,Email
5520,988,Campaign 988,2028-05-28,2028-05-29,Instagram
5521,989,Campaign 989,2028-05-30,2028-05-31,Social Media
5522,990,Campaign 990,2028-06-01,2028-06-02,Facebook Ads
5523,991,Campaign 991,2028-06-03,2028-06-04,Google Ads
5524,992,Campaign 992,2028-06-05,2028-06-06,Google Ads
5525,993,Campaign 993,2028-06-07,2028-06-08,Social Media
5526,994,Campaign 994,2028-06-09,2028-06-10,Instagram
5527,995,Campaign 995,2028-06-11,2028-06-12,Google Ads
5528,996,Campaign 996,2028-06-13,2028-06-14,Social Media
5529,997,Campaign 997,2028-06-15,2028-06-16,SMS
5530,998,Campaign 998,2028-06-17,2028-06-18,SMS
5531,999,Campaign 999,2028-06-19,2028-06-20,Social Media
5532,1000,Campaign 1000,2028-06-21,2028-06-22,Facebook Ads
5533,475,Campaign 475,2025-08-06,2025-08-07,SMS
5534,476,Campaign 476,2025-08-08,2025-08-09,Instagram
5535,477,Campaign 477,2025-08-10,2025-08-11,Facebook Ads
5536,478,Campaign 478,2025-08-12,2025-08-13,Google Ads
5537,479,Campaign 479,2025-08-14,2025-08-15,Google Ads
5538,480,Campaign 480,2025-08-16,2025-08-17,Social Media
5539,481,Campaign 481,2025-08-18,2025-08-19,SMS
5540,482,Campaign 482,2025-08-20,2025-08-21,SMS
5541,483,Campaign 483,2025-08-22,2025-08-23,Social Media
5542,484,Campaign 484,2025-08-24,2025-08-25,Email
5543,485,Campaign 485,2025-08-26,2025-08-27,Google Ads
5544,486,Campaign 486,2025-08-28,2025-08-29,Instagram
5545,487,Campaign 487,2025-08-30,2025-08-31,Email
5546,488,Campaign 488,2025-09-01,2025-09-02,Social Media
5547,489,Campaign 489,2025-09-03,2025-09-04,Google Ads
5548,490,Campaign 490,2025-09-05,2025-09-06,Facebook Ads
5549,491,Campaign 491,2025-09-07,2025-09-08,Facebook Ads
5550,492,Campaign 492,2025-09-09,2025-09-10,Google Ads
5551,493,Campaign 493,2025-09-11,2025-09-12,Instagram
5552,494,Campaign 494,2025-09-13,2025-09-14,SMS
5553,495,Campaign 495,2025-09-15,2025-09-16,Google Ads
5554,496,Campaign 496,2025-09-17,2025-09-18,SMS
5555,497,Campaign 497,2025-09-19,2025-09-20,Instagram
5556,498,Campaign 498,2025-09-21,2025-09-22,Social Media
5557,499,Campaign 499,2025-09-23,2025-09-24,Instagram
5558,500,Campaign 500,2025-09-25,2025-09-26,Instagram
5559,501,Campaign 501,2025-09-27,2025-09-28,Google Ads
5560,502,Campaign 502,2025-09-29,2025-09-30,Google Ads
5561,503,Campaign 503,2025-10-01,2025-10-02,Facebook Ads
5562,504,Campaign 504,2025-10-03,2025-10-04,Social Media
5563,505,Campaign 505,2025-10-05,2025-10-06,Email
5564,506,Campaign 506,2025-10-07,2025-10-08,Google Ads
5565,507,Campaign 507,2025-10-09,2025-10-10,Social Media
5566,508,Campaign 508,2025-10-11,2025-10-12,Social Media
5567,509,Campaign 509,2025-10-13,2025-10-14,SMS
5568,510,Campaign 510,2025-10-15,2025-10-16,SMS
5569,511,Campaign 511,2025-10-17,2025-10-18,SMS
5570,512,Campaign 512,2025-10-19,2025-10-20,Facebook Ads
5571,513,Campaign 513,2025-10-21,2025-10-22,Google Ads
5572,514,Campaign 514,2025-10-23,2025-10-24,Google Ads
5573,515,Campaign 515,2025-10-25,2025-10-26,Social Media
5574,516,Campaign 516,2025-10-27,2025-10-28,SMS
5575,517,Campaign 517,2025-10-29,2025-10-30,SMS
5576,518,Campaign 518,2025-10-31,2025-11-01,Google Ads
5577,519,Campaign 519,2025-11-02,2025-11-03,Facebook Ads
5578,520,Campaign 520,2025-11-04,2025-11-05,Facebook Ads
5579,521,Campaign 521,2025-11-06,2025-11-07,Facebook Ads
5580,522,Campaign 522,2025-11-08,2025-11-09,Google Ads
5581,523,Campaign 523,2025-11-10,2025-11-11,Google Ads
5582,524,Campaign 524,2025-11-12,2025-11-13,Facebook Ads
5583,525,Campaign 525,2025-11-14,2025-11-15,Instagram
5584,526,Campaign 526,2025-11-16,2025-11-17,Email
5585,527,Campaign 527,2025-11-18,2025-11-19,Social Media
5586,528,Campaign 528,2025-11-20,2025-11-21,SMS
5587,529,Campaign 529,2025-11-22,2025-11-23,Instagram
5588,530,Campaign 530,2025-11-24,2025-11-25,Email
5589,531,Campaign 531,2025-11-26,2025-11-27,Google Ads
5590,532,Campaign 532,2025-11-28,2025-11-29,Social Media
5591,533,Campaign 533,2025-11-30,2025-12-01,Instagram
5592,534,Campaign 534,2025-12-02,2025-12-03,Social Media
5593,535,Campaign 535,2025-12-04,2025-12-05,Google Ads
5594,536,Campaign 536,2025-12-06,2025-12-07,SMS
5595,537,Campaign 537,2025-12-08,2025-12-09,SMS
5596,538,Campaign 538,2025-12-10,2025-12-11,Email
5597,539,Campaign 539,2025-12-12,2025-12-13,SMS
5598,540,Campaign 540,2025-12-14,2025-12-15,Email
5599,541,Campaign 541,2025-12-16,2025-12-17,Email
5600,542,Campaign 542,2025-12-18,2025-12-19,Instagram
5601,543,Campaign 543,2025-12-20,2025-12-21,SMS
5602,544,Campaign 544,2025-12-22,2025-12-23,Email
5603,545,Campaign 545,2025-12-24,2025-12-25,Instagram
5604,546,Campaign 546,2025-12-26,2025-12-27,Instagram
5605,547,Campaign 547,2025-12-28,2025-12-29,Facebook Ads
5606,548,Campaign 548,2025-12-30,2025-12-31,Instagram
5607,549,Campaign 549,2026-01-01,2026-01-02,Social Media
5608,550,Campaign 550,2026-01-03,2026-01-04,Email
5609,551,Campaign 551,2026-01-05,2026-01-06,Instagram
5610,552,Campaign 552,2026-01-07,2026-01-08,Google Ads
5611,553,Campaign 553,2026-01-09,2026-01-10,Instagram
5612,554,Campaign 554,2026-01-11,2026-01-12,Instagram
5613,555,Campaign 555,2026-01-13,2026-01-14,Facebook Ads
5614,556,Campaign 556,2026-01-15,2026-01-16,SMS
5615,557,Campaign 557,2026-01-17,2026-01-18,Social Media
5616,558,Campaign 558,2026-01-19,2026-01-20,Google Ads
5617,559,Campaign 559,2026-01-21,2026-01-22,Facebook Ads
5618,560,Campaign 560,2026-01-23,2026-01-24,Social Media
5619,561,Campaign 561,2026-01-25,2026-01-26,Instagram
5620,562,Campaign 562,2026-01-27,2026-01-28,SMS
5621,563,Campaign 563,2026-01-29,2026-01-30,Google Ads
5622,564,Campaign 564,2026-01-31,2026-02-01,Social Media
5623,565,Campaign 565,2026-02-02,2026-02-03,Facebook Ads
5624,566,Campaign 566,2026-02-04,2026-02-05,Instagram
5625,567,Campaign 567,2026-02-06,2026-02-07,Instagram
5626,568,Campaign 568,2026-02-08,2026-02-09,Email
5627,569,Campaign 569,2026-02-10,2026-02-11,Facebook Ads
5628,570,Campaign 570,2026-02-12,2026-02-13,Google Ads
5629,571,Campaign 571,2026-02-14,2026-02-15,Instagram
5630,572,Campaign 572,2026-02-16,2026-02-17,Email
5631,573,Campaign 573,2026-02-18,2026-02-19,SMS
5632,574,Campaign 574,2026-02-20,2026-02-21,Social Media
5633,575,Campaign 575,2026-02-22,2026-02-23,Instagram
5634,576,Campaign 576,2026-02-24,2026-02-25,SMS
5635,577,Campaign 577,2026-02-26,2026-02-27,Social Media
5636,578,Campaign 578,2026-02-28,2026-03-01,Instagram
5637,579,Campaign 579,2026-03-02,2026-03-03,Social Media
5638,580,Campaign 580,2026-03-04,2026-03-05,Facebook Ads
5639,581,Campaign 581,2026-03-06,2026-03-07,Social Media
5640,582,Campaign 582,2026-03-08,2026-03-09,Social Media
5641,583,Campaign 583,2026-03-10,2026-03-11,Instagram
5642,584,Campaign 584,2026-03-12,2026-03-13,Instagram
5643,585,Campaign 585,2026-03-14,2026-03-15,SMS
5644,586,Campaign 586,2026-03-16,2026-03-17,Social Media
5645,587,Campaign 587,2026-03-18,2026-03-19,SMS
5646,588,Campaign 588,2026-03-20,2026-03-21,SMS
5647,589,Campaign 589,2026-03-22,2026-03-23,Facebook Ads
5648,590,Campaign 590,2026-03-24,2026-03-25,Google Ads
5649,591,Campaign 591,2026-03-26,2026-03-27,Email
5650,592,Campaign 592,2026-03-28,2026-03-29,Social Media
5651,593,Campaign 593,2026-03-30,2026-03-31,Facebook Ads
5652,594,Campaign 594,2026-04-01,2026-04-02,Social Media
5653,595,Campaign 595,2026-04-03,2026-04-04,Email
5654,596,Campaign 596,2026-04-05,2026-04-06,Google Ads
5655,597,Campaign 597,2026-04-07,2026-04-08,Google Ads
5656,598,Campaign 598,2026-04-09,2026-04-10,Social Media
5657,599,Campaign 599,2026-04-11,2026-04-12,Email
5658,600,Campaign 600,2026-04-13,2026-04-14,SMS
5659,601,Campaign 601,2026-04-15,2026-04-16,Social Media
5660,602,Campaign 602,2026-04-17,2026-04-18,Instagram
5661,603,Campaign 603,2026-04-19,2026-04-20,Google Ads
5662,604,Campaign 604,2026-04-21,2026-04-22,Facebook Ads
5663,605,Campaign 605,2026-04-23,2026-04-24,Facebook Ads
5664,606,Campaign 606,2026-04-25,2026-04-26,Facebook Ads
5665,607,Campaign 607,2026-04-27,2026-04-28,Email
5666,608,Campaign 608,2026-04-29,2026-04-30,Email
5667,609,Campaign 609,2026-05-01,2026-05-02,SMS
5668,610,Campaign 610,2026-05-03,2026-05-04,Google Ads
5669,611,Campaign 611,2026-05-05,2026-05-06,Email
5670,612,Campaign 612,2026-05-07,2026-05-08,SMS
5671,613,Campaign 613,2026-05-09,2026-05-10,Instagram
5672,614,Campaign 614,2026-05-11,2026-05-12,SMS
5673,615,Campaign 615,2026-05-13,2026-05-14,Google Ads
5674,616,Campaign 616,2026-05-15,2026-05-16,SMS
5675,617,Campaign 617,2026-05-17,2026-05-18,Google Ads
5676,618,Campaign 618,2026-05-19,2026-05-20,Instagram
5677,619,Campaign 619,2026-05-21,2026-05-22,Instagram
5678,620,Campaign 620,2026-05-23,2026-05-24,Instagram
5679,621,Campaign 621,2026-05-25,2026-05-26,Social Media
5680,622,Campaign 622,2026-05-27,2026-05-28,Facebook Ads
5681,623,Campaign 623,2026-05-29,2026-05-30,SMS
5682,624,Campaign 624,2026-05-31,2026-06-01,Facebook Ads
5683,625,Campaign 625,2026-06-02,2026-06-03,Google Ads
5684,626,Campaign 626,2026-06-04,2026-06-05,Instagram
5685,627,Campaign 627,2026-06-06,2026-06-07,SMS
5686,628,Campaign 628,2026-06-08,2026-06-09,Email
5687,629,Campaign 629,2026-06-10,2026-06-11,Instagram
5688,630,Campaign 630,2026-06-12,2026-06-13,Google Ads
5689,317,Campaign 317,2024-09-24,2024-09-25,Facebook Ads
5690,318,Campaign 318,2024-09-26,2024-09-27,Email
5691,319,Campaign 319,2024-09-28,2024-09-29,Facebook Ads
5692,320,Campaign 320,2024-09-30,2024-10-01,Google Ads
5693,321,Campaign 321,2024-10-02,2024-10-03,Instagram
5694,322,Campaign 322,2024-10-04,2024-10-05,SMS
5695,323,Campaign 323,2024-10-06,2024-10-07,Google Ads
5696,324,Campaign 324,2024-10-08,2024-10-09,Email
5697,325,Campaign 325,2024-10-10,2024-10-11,Instagram
5698,326,Campaign 326,2024-10-12,2024-10-13,Google Ads
5699,327,Campaign 327,2024-10-14,2024-10-15,Instagram
5700,328,Campaign 328,2024-10-16,2024-10-17,Instagram
5701,329,Campaign 329,2024-10-18,2024-10-19,Facebook Ads
5702,330,Campaign 330,2024-10-20,2024-10-21,Facebook Ads
5703,331,Campaign 331,2024-10-22,2024-10-23,Email
5704,332,Campaign 332,2024-10-24,2024-10-25,Google Ads
5705,333,Campaign 333,2024-10-26,2024-10-27,SMS
5706,334,Campaign 334,2024-10-28,2024-10-29,Social Media
5707,335,Campaign 335,2024-10-30,2024-10-31,Google Ads
5708,336,Campaign 336,2024-11-01,2024-11-02,Instagram
5709,337,Campaign 337,2024-11-03,2024-11-04,Email
5710,338,Campaign 338,2024-11-05,2024-11-06,Email
5711,339,Campaign 339,2024-11-07,2024-11-08,Social Media
5712,340,Campaign 340,2024-11-09,2024-11-10,Instagram
5713,341,Campaign 341,2024-11-11,2024-11-12,Instagram
5714,342,Campaign 342,2024-11-13,2024-11-14,Email
5715,343,Campaign 343,2024-11-15,2024-11-16,SMS
5716,344,Campaign 344,2024-11-17,2024-11-18,Email
5717,345,Campaign 345,2024-11-19,2024-11-20,Social Media
5718,346,Campaign 346,2024-11-21,2024-11-22,SMS
5719,347,Campaign 347,2024-11-23,2024-11-24,SMS
5720,348,Campaign 348,2024-11-25,2024-11-26,Social Media
5721,349,Campaign 349,2024-11-27,2024-11-28,SMS
5722,350,Campaign 350,2024-11-29,2024-11-30,Facebook Ads
5723,351,Campaign 351,2024-12-01,2024-12-02,Email
5724,352,Campaign 352,2024-12-03,2024-12-04,Social Media
5725,353,Campaign 353,2024-12-05,2024-12-06,Instagram
5726,354,Campaign 354,2024-12-07,2024-12-08,SMS
5727,355,Campaign 355,2024-12-09,2024-12-10,SMS
5728,356,Campaign 356,2024-12-11,2024-12-12,Facebook Ads
5729,357,Campaign 357,2024-12-13,2024-12-14,SMS
5730,358,Campaign 358,2024-12-15,2024-12-16,Email
5731,359,Campaign 359,2024-12-17,2024-12-18,SMS
5732,360,Campaign 360,2024-12-19,2024-12-20,SMS
5733,361,Campaign 361,2024-12-21,2024-12-22,Social Media
5734,362,Campaign 362,2024-12-23,2024-12-24,Email
5735,363,Campaign 363,2024-12-25,2024-12-26,Facebook Ads
5736,364,Campaign 364,2024-12-27,2024-12-28,SMS
5737,365,Campaign 365,2024-12-29,2024-12-30,Google Ads
5738,366,Campaign 366,2024-12-31,2025-01-01,Email
5739,367,Campaign 367,2025-01-02,2025-01-03,Email
5740,368,Campaign 368,2025-01-04,2025-01-05,Email
5741,369,Campaign 369,2025-01-06,2025-01-07,Email
5742,370,Campaign 370,2025-01-08,2025-01-09,Social Media
5743,371,Campaign 371,2025-01-10,2025-01-11,Google Ads
5744,372,Campaign 372,2025-01-12,2025-01-13,Instagram
5745,373,Campaign 373,2025-01-14,2025-01-15,Email
5746,374,Campaign 374,2025-01-16,2025-01-17,Instagram
5747,375,Campaign 375,2025-01-18,2025-01-19,Social Media
5748,376,Campaign 376,2025-01-20,2025-01-21,Google Ads
5749,377,Campaign 377,2025-01-22,2025-01-23,Facebook Ads
5750,378,Campaign 378,2025-01-24,2025-01-25,Facebook Ads
5751,379,Campaign 379,2025-01-26,2025-01-27,Facebook Ads
5752,380,Campaign 380,2025-01-28,2025-01-29,SMS
5753,381,Campaign 381,2025-01-30,2025-01-31,Facebook Ads
5754,382,Campaign 382,2025-02-01,2025-02-02,Facebook Ads
5755,383,Campaign 383,2025-02-03,2025-02-04,Google Ads
5756,384,Campaign 384,2025-02-05,2025-02-06,Email
5757,385,Campaign 385,2025-02-07,2025-02-08,Facebook Ads
5758,386,Campaign 386,2025-02-09,2025-02-10,SMS
5759,387,Campaign 387,2025-02-11,2025-02-12,Email
5760,388,Campaign 388,2025-02-13,2025-02-14,Instagram
5761,389,Campaign 389,2025-02-15,2025-02-16,Email
5762,390,Campaign 390,2025-02-17,2025-02-18,SMS
5763,391,Campaign 391,2025-02-19,2025-02-20,SMS
5764,392,Campaign 392,2025-02-21,2025-02-22,Instagram
5765,393,Campaign 393,2025-02-23,2025-02-24,Email
5766,394,Campaign 394,2025-02-25,2025-02-26,SMS
5767,395,Campaign 395,2025-02-27,2025-02-28,Instagram
5768,396,Campaign 396,2025-03-01,2025-03-02,Email
5769,397,Campaign 397,2025-03-03,2025-03-04,SMS
5770,398,Campaign 398,2025-03-05,2025-03-06,Email
5771,399,Campaign 399,2025-03-07,2025-03-08,Google Ads
5772,400,Campaign 400,2025-03-09,2025-03-10,Instagram
5773,401,Campaign 401,2025-03-11,2025-03-12,Email
5774,402,Campaign 402,2025-03-13,2025-03-14,Google Ads
5775,403,Campaign 403,2025-03-15,2025-03-16,SMS
5776,404,Campaign 404,2025-03-17,2025-03-18,Google Ads
5777,405,Campaign 405,2025-03-19,2025-03-20,Instagram
5778,406,Campaign 406,2025-03-21,2025-03-22,Email
5779,407,Campaign 407,2025-03-23,2025-03-24,Google Ads
5780,408,Campaign 408,2025-03-25,2025-03-26,Facebook Ads
5781,409,Campaign 409,2025-03-27,2025-03-28,Facebook Ads
5782,410,Campaign 410,2025-03-29,2025-03-30,Facebook Ads
5783,411,Campaign 411,2025-03-31,2025-04-01,SMS
5784,412,Campaign 412,2025-04-02,2025-04-03,Email
5785,413,Campaign 413,2025-04-04,2025-04-05,Facebook Ads
5786,414,Campaign 414,2025-04-06,2025-04-07,Social Media
5787,415,Campaign 415,2025-04-08,2025-04-09,Instagram
5788,416,Campaign 416,2025-04-10,2025-04-11,Social Media
5789,417,Campaign 417,2025-04-12,2025-04-13,Social Media
5790,418,Campaign 418,2025-04-14,2025-04-15,SMS
5791,419,Campaign 419,2025-04-16,2025-04-17,Facebook Ads
5792,420,Campaign 420,2025-04-18,2025-04-19,Instagram
5793,421,Campaign 421,2025-04-20,2025-04-21,Google Ads
5794,422,Campaign 422,2025-04-22,2025-04-23,SMS
5795,423,Campaign 423,2025-04-24,2025-04-25,Social Media
5796,424,Campaign 424,2025-04-26,2025-04-27,Google Ads
5797,425,Campaign 425,2025-04-28,2025-04-29,SMS
5798,426,Campaign 426,2025-04-30,2025-05-01,SMS
5799,427,Campaign 427,2025-05-02,2025-05-03,SMS
5800,428,Campaign 428,2025-05-04,2025-05-05,Google Ads
5801,429,Campaign 429,2025-05-06,2025-05-07,Email
5802,430,Campaign 430,2025-05-08,2025-05-09,Instagram
5803,431,Campaign 431,2025-05-10,2025-05-11,Instagram
5804,432,Campaign 432,2025-05-12,2025-05-13,Social Media
5805,433,Campaign 433,2025-05-14,2025-05-15,Email
5806,434,Campaign 434,2025-05-16,2025-05-17,Email
5807,435,Campaign 435,2025-05-18,2025-05-19,Email
5808,436,Campaign 436,2025-05-20,2025-05-21,Instagram
5809,437,Campaign 437,2025-05-22,2025-05-23,Instagram
5810,438,Campaign 438,2025-05-24,2025-05-25,Facebook Ads
5811,439,Campaign 439,2025-05-26,2025-05-27,Instagram
5812,440,Campaign 440,2025-05-28,2025-05-29,Instagram
5813,441,Campaign 441,2025-05-30,2025-05-31,Email
5814,442,Campaign 442,2025-06-01,2025-06-02,Google Ads
5815,443,Campaign 443,2025-06-03,2025-06-04,Social Media
5816,444,Campaign 444,2025-06-05,2025-06-06,SMS
5817,445,Campaign 445,2025-06-07,2025-06-08,SMS
5818,446,Campaign 446,2025-06-09,2025-06-10,SMS
5819,447,Campaign 447,2025-06-11,2025-06-12,Google Ads
5820,448,Campaign 448,2025-06-13,2025-06-14,Social Media
5821,449,Campaign 449,2025-06-15,2025-06-16,Facebook Ads
5822,450,Campaign 450,2025-06-17,2025-06-18,SMS
5823,451,Campaign 451,2025-06-19,2025-06-20,Instagram
5824,452,Campaign 452,2025-06-21,2025-06-22,Social Media
5825,453,Campaign 453,2025-06-23,2025-06-24,Social Media
5826,454,Campaign 454,2025-06-25,2025-06-26,Social Media
5827,455,Campaign 455,2025-06-27,2025-06-28,Social Media
5828,456,Campaign 456,2025-06-29,2025-06-30,Instagram
5829,457,Campaign 457,2025-07-01,2025-07-02,Google Ads
5830,458,Campaign 458,2025-07-03,2025-07-04,Social Media
5831,459,Campaign 459,2025-07-05,2025-07-06,Email
5832,460,Campaign 460,2025-07-07,2025-07-08,Social Media
5833,461,Campaign 461,2025-07-09,2025-07-10,SMS
5834,462,Campaign 462,2025-07-11,2025-07-12,Instagram
5835,463,Campaign 463,2025-07-13,2025-07-14,Email
5836,464,Campaign 464,2025-07-15,2025-07-16,Instagram
5837,465,Campaign 465,2025-07-17,2025-07-18,Facebook Ads
5838,466,Campaign 466,2025-07-19,2025-07-20,SMS
5839,467,Campaign 467,2025-07-21,2025-07-22,Instagram
5840,468,Campaign 468,2025-07-23,2025-07-24,Email
5841,469,Campaign 469,2025-07-25,2025-07-26,Google Ads
5842,470,Campaign 470,2025-07-27,2025-07-28,SMS
5843,471,Campaign 471,2025-07-29,2025-07-30,Email
5844,472,Campaign 472,2025-07-31,2025-08-01,Google Ads
5845,473,Campaign 473,2025-08-02,2025-08-03,Email
5846,474,Campaign 474,2025-08-04,2025-08-05,Social Media
5847,631,Campaign 631,2026-06-14,2026-06-15,Facebook Ads
5848,632,Campaign 632,2026-06-16,2026-06-17,Social Media
5849,633,Campaign 633,2026-06-18,2026-06-19,Instagram
5850,634,Campaign 634,2026-06-20,2026-06-21,Facebook Ads
5851,635,Campaign 635,2026-06-22,2026-06-23,Google Ads
5852,636,Campaign 636,2026-06-24,2026-06-25,Google Ads
5853,637,Campaign 637,2026-06-26,2026-06-27,Facebook Ads
5854,638,Campaign 638,2026-06-28,2026-06-29,Facebook Ads
5855,639,Campaign 639,2026-06-30,2026-07-01,Instagram
5856,640,Campaign 640,2026-07-02,2026-07-03,Email
5857,641,Campaign 641,2026-07-04,2026-07-05,Instagram
5858,642,Campaign 642,2026-07-06,2026-07-07,Social Media
5859,643,Campaign 643,2026-07-08,2026-07-09,Facebook Ads
5860,644,Campaign 644,2026-07-10,2026-07-11,Social Media
5861,645,Campaign 645,2026-07-12,2026-07-13,Social Media
5862,646,Campaign 646,2026-07-14,2026-07-15,Email
5863,647,Campaign 647,2026-07-16,2026-07-17,Instagram
5864,648,Campaign 648,2026-07-18,2026-07-19,SMS
5865,649,Campaign 649,2026-07-20,2026-07-21,Google Ads
5866,650,Campaign 650,2026-07-22,2026-07-23,Social Media
5867,651,Campaign 651,2026-07-24,2026-07-25,Social Media
5868,652,Campaign 652,2026-07-26,2026-07-27,Social Media
5869,653,Campaign 653,2026-07-28,2026-07-29,Social Media
5870,654,Campaign 654,2026-07-30,2026-07-31,Google Ads
5871,655,Campaign 655,2026-08-01,2026-08-02,Instagram
5872,656,Campaign 656,2026-08-03,2026-08-04,SMS
5873,657,Campaign 657,2026-08-05,2026-08-06,Email
5874,658,Campaign 658,2026-08-07,2026-08-08,SMS
5875,659,Campaign 659,2026-08-09,2026-08-10,Social Media
5876,660,Campaign 660,2026-08-11,2026-08-12,Facebook Ads
5877,661,Campaign 661,2026-08-13,2026-08-14,Google Ads
5878,662,Campaign 662,2026-08-15,2026-08-16,SMS
5879,663,Campaign 663,2026-08-17,2026-08-18,Email
5880,664,Campaign 664,2026-08-19,2026-08-20,Facebook Ads
5881,665,Campaign 665,2026-08-21,2026-08-22,SMS
5882,666,Campaign 666,2026-08-23,2026-08-24,Facebook Ads
5883,667,Campaign 667,2026-08-25,2026-08-26,Facebook Ads
5884,668,Campaign 668,2026-08-27,2026-08-28,Social Media
5885,669,Campaign 669,2026-08-29,2026-08-30,Instagram
5886,670,Campaign 670,2026-08-31,2026-09-01,Social Media
5887,671,Campaign 671,2026-09-02,2026-09-03,SMS
5888,672,Campaign 672,2026-09-04,2026-09-05,Facebook Ads
5889,673,Campaign 673,2026-09-06,2026-09-07,Email
5890,674,Campaign 674,2026-09-08,2026-09-09,Social Media
5891,675,Campaign 675,2026-09-10,2026-09-11,Email
5892,676,Campaign 676,2026-09-12,2026-09-13,Social Media
5893,677,Campaign 677,2026-09-14,2026-09-15,Instagram
5894,678,Campaign 678,2026-09-16,2026-09-17,Instagram
5895,679,Campaign 679,2026-09-18,2026-09-19,Social Media
5896,680,Campaign 680,2026-09-20,2026-09-21,Social Media
