date_key,full_date,day,day_name,week,month,month_name,quarter,year
20240602,2024-06-02,2,Sunday,23,6,June,2,2024
20240603,2024-06-03,3,Monday,23,6,June,2,2024
20240604,2024-06-04,4,Tuesday,23,6,June,2,2024
20240606,2024-06-06,6,Thursday,23,6,June,2,2024
20240607,2024-06-07,7,Friday,23,6,June,2,2024
20240608,2024-06-08,8,Saturday,23,6,June,2,2024
20240609,2024-06-09,9,Sunday,24,6,June,2,2024
20240611,2024-06-11,11,Tuesday,24,6,June,2,2024
20240612,2024-06-12,12,Wednesday,24,6,June,2,2024
20240613,2024-06-13,13,Thursday,24,6,June,2,2024
20240614,2024-06-14,14,Friday,24,6,June,2,2024
20240615,2024-06-15,15,Saturday,24,6,June,2,2024
20240616,2024-06-16,16,Sunday,25,6,June,2,2024
20240617,2024-06-17,17,Monday,25,6,June,2,2024
20240618,2024-06-18,18,Tuesday,25,6,June,2,2024
20240619,2024-06-19,19,Wednesday,25,6,June,2,2024
20240620,2024-06-20,20,Thursday,25,6,June,2,2024
20240622,2024-06-22,22,Saturday,25,6,June,2,2024
20240623,2024-06-23,23,Sunday,26,6,June,2,2024
20240624,2024-06-24,24,Monday,26,6,June,2,2024
20240625,2024-06-25,25,Tuesday,26,6,June,2,2024
20240626,2024-06-26,26,Wednesday,26,6,June,2,2024
20240627,2024-06-27,27,Thursday,26,6,June,2,2024
20240628,2024-06-28,28,Friday,26,6,June,2,2024
20240629,2024-06-29,29,Saturday,26,6,June,2,2024
20240630,2024-06-30,30,Sunday,27,6,June,2,2024
20240701,2024-07-01,1,Monday,27,7,July,3,2024
20240702,2024-07-02,2,Tuesday,27,7,July,3,2024
20240703,2024-07-03,3,Wednesday,27,7,July,3,2024
20240704,2024-07-04,4,Thursday,27,7,July,3,2024
20240705,2024-07-05,5,Friday,27,7,July,3,2024
20240706,2024-07-06,6,Saturday,27,7,July,3,2024
20240707,2024-07-07,7,Sunday,28,7,July,3,2024
20240708,2024-07-08,8,Monday,28,7,July,3,2024
20240709,2024-07-09,9,Tuesday,28,7,July,3,2024
20240710,2024-07-10,10,Wednesday,28,7,July,3,2024
20240711,2024-07-11,11,Thursday,28,7,July,3,2024
20240713,2024-07-13,13,Saturday,28,7,July,3,2024
20240714,2024-07-14,14,Sunday,29,7,July,3,2024
20240715,2024-07-15,15,Monday,29,7,July,3,2024
20240716,2024-07-16,16,Tuesday,29,7,July,3,2024
20240717,2024-07-17,17,Wednesday,29,7,July,3,2024
20240718,2024-07-18,18,Thursday,29,7,July,3,2024
20240719,2024-07-19,19,Friday,29,7,July,3,2024
20240720,2024-07-20,20,Saturday,29,7,July,3,2024
20240721,2024-07-21,21,Sunday,30,7,July,3,2024
20240722,2024-07-22,22,Monday,30,7,July,3,2024
20240723,2024-07-23,23,Tuesday,30,7,July,3,2024
20240724,2024-07-24,24,Wednesday,30,7,July,3,2024
20240725,2024-07-25,25,Thursday,30,7,July,3,2024
20240726,2024-07-26,26,Friday,30,7,July,3,2024
20240727,2024-07-27,27,Saturday,30,7,July,3,2024
20240728,2024-07-28,28,Sunday,31,7,July,3,2024
20240729,2024-07-29,29,Monday,31,7,July,3,2024
20240730,2024-07-30,30,Tuesday,31,7,July,3,2024
20240731,2024-07-31,31,Wednesday,31,7,July,3,2024
20240801,2024-08-01,1,Thursday,31,8,August,3,2024
20240802,2024-08-02,2,Friday,31,8,August,3,2024
20240803,2024-08-03,3,Saturday,31,8,August,3,2024
20240804,2024-08-04,4,Sunday,32,8,August,3,2024
20240805,2024-08-05,5,Monday,32,8,August,3,2024
20240806,2024-08-06,6,Tuesday,32,8,August,3,2024
20240807,2024-08-07,7,Wednesday,32,8,August,3,2024
20240808,2024-08-08,8,Thursday,32,8,August,3,2024
20240809,2024-08-09,9,Friday,32,8,August,3,2024
20240810,2024-08-10,10,Saturday,32,8,August,3,2024
20240811,2024-08-11,11,Sunday,33,8,August,3,2024
20240812,2024-08-12,12,Monday,33,8,August,3,2024
20240813,2024-08-13,13,Tuesday,33,8,August,3,2024
20240814,2024-08-14,14,Wednesday,33,8,August,3,2024
20240815,2024-08-15,15,Thursday,33,8,August,3,2024
20240816,2024-08-16,16,Friday,33,8,August,3,2024
20240817,2024-08-17,17,Saturday,33,8,August,3,2024
20240818,2024-08-18,18,Sunday,34,8,August,3,2024
20240819,2024-08-19,19,Monday,34,8,August,3,2024
20240820,2024-08-20,20,Tuesday,34,8,August,3,2024
20240821,2024-08-21,21,Wednesday,34,8,August,3,2024
20240822,2024-08-22,22,Thursday,34,8,August,3,2024
20240824,2024-08-24,24,Saturday,34,8,August,3,2024
20240825,2024-08-25,25,Sunday,35,8,August,3,2024
20240826,2024-08-26,26,Monday,35,8,August,3,2024
20240827,2024-08-27,27,Tuesday,35,8,August,3,2024
20240828,2024-08-28,28,Wednesday,35,8,August,3,2024
20240829,2024-08-29,29,Thursday,35,8,August,3,2024
20240830,2024-08-30,30,Friday,35,8,August,3,2024
20240831,2024-08-31,31,Saturday,35,8,August,3,2024
20240901,2024-09-01,1,Sunday,36,9,September,3,2024
20240902,2024-09-02,2,Monday,36,9,September,3,2024
20240903,2024-09-03,3,Tuesday,36,9,September,3,2024
20240904,2024-09-04,4,Wednesday,36,9,September,3,2024
20240905,2024-09-05,5,Thursday,36,9,September,3,2024
20240906,2024-09-06,6,Friday,36,9,September,3,2024
20240907,2024-09-07,7,Saturday,36,9,September,3,2024
20240908,2024-09-08,8,Sunday,37,9,September,3,2024
20240909,2024-09-09,9,Monday,37,9,September,3,2024
20240910,2024-09-10,10,Tuesday,37,9,September,3,2024
20240911,2024-09-11,11,Wednesday,37,9,September,3,2024
20240912,2024-09-12,12,Thursday,37,9,September,3,2024
20240914,2024-09-14,14,Saturday,37,9,September,3,2024
20240915,2024-09-15,15,Sunday,38,9,September,3,2024
20240916,2024-09-16,16,Monday,38,9,September,3,2024
20240917,2024-09-17,17,Tuesday,38,9,September,3,2024
20240918,2024-09-18,18,Wednesday,38,9,September,3,2024
20240919,2024-09-19,19,Thursday,38,9,September,3,2024
20240920,2024-09-20,20,Friday,38,9,September,3,2024
20240921,2024-09-21,21,Saturday,38,9,September,3,2024
20240922,2024-09-22,22,Sunday,39,9,September,3,2024
20240923,2024-09-23,23,Monday,39,9,September,3,2024
20240924,2024-09-24,24,Tuesday,39,9,September,3,2024
20240925,2024-09-25,25,Wednesday,39,9,September,3,2024
20240926,2024-09-26,26,Thursday,39,9,September,3,2024
20240927,2024-09-27,27,Friday,39,9,September,3,2024
20240929,2024-09-29,29,Sunday,40,9,September,3,2024
20240930,2024-09-30,30,Monday,40,9,September,3,2024
20241001,2024-10-01,1,Tuesday,40,10,October,4,2024
20241002,2024-10-02,2,Wednesday,40,10,October,4,2024
20241003,2024-10-03,3,Thursday,40,10,October,4,2024
20241004,2024-10-04,4,Friday,40,10,October,4,2024
20241005,2024-10-05,5,Saturday,40,10,October,4,2024
20241006,2024-10-06,6,Sunday,41,10,October,4,2024
20241007,2024-10-07,7,Monday,41,10,October,4,2024
20241008,2024-10-08,8,Tuesday,41,10,October,4,2024
20241009,2024-10-09,9,Wednesday,41,10,October,4,2024
20241010,2024-10-10,10,Thursday,41,10,October,4,2024
20241012,2024-10-12,12,Saturday,41,10,October,4,2024
20241013,2024-10-13,13,Sunday,42,10,October,4,2024
20241014,2024-10-14,14,Monday,42,10,October,4,2024
20241015,2024-10-15,15,Tuesday,42,10,October,4,2024
20241016,2024-10-16,16,Wednesday,42,10,October,4,2024
20241017,2024-10-17,17,Thursday,42,10,October,4,2024
20241018,2024-10-18,18,Friday,42,10,October,4,2024
20241019,2024-10-19,19,Saturday,42,10,October,4,2024
20241020,2024-10-20,20,Sunday,43,10,October,4,2024
20241021,2024-10-21,21,Monday,43,10,October,4,2024
20241022,2024-10-22,22,Tuesday,43,10,October,4,2024
20241023,2024-10-23,23,Wednesday,43,10,October,4,2024
20241024,2024-10-24,24,Thursday,43,10,October,4,2024
20241025,2024-10-25,25,Friday,43,10,October,4,2024
20241026,2024-10-26,26,Saturday,43,10,October,4,2024
20241027,2024-10-27,27,Sunday,44,10,October,4,2024
20241029,2024-10-29,29,Tuesday,44,10,October,4,2024
20241030,2024-10-30,30,Wednesday,44,10,October,4,2024
20241031,2024-10-31,31,Thursday,44,10,October,4,2024
20241101,2024-11-01,1,Friday,44,11,November,4,2024
20241102,2024-11-02,2,Saturday,44,11,November,4,2024
20241103,2024-11-03,3,Sunday,45,11,November,4,2024
20241104,2024-11-04,4,Monday,45,11,November,4,2024
20241105,2024-11-05,5,Tuesday,45,11,November,4,2024
20241106,2024-11-06,6,Wednesday,45,11,November,4,2024
20241107,2024-11-07,7,Thursday,45,11,November,4,2024
20241108,2024-11-08,8,Friday,45,11,November,4,2024
20241109,2024-11-09,9,Saturday,45,11,November,4,2024
20241110,2024-11-10,10,Sunday,46,11,November,4,2024
20241111,2024-11-11,11,Monday,46,11,November,4,2024
20241112,2024-11-12,12,Tuesday,46,11,November,4,2024
20241113,2024-11-13,13,Wednesday,46,11,November,4,2024
20241114,2024-11-14,14,Thursday,46,11,November,4,2024
20241116,2024-11-16,16,Saturday,46,11,November,4,2024
20241117,2024-11-17,17,Sunday,47,11,November,4,2024
20241118,2024-11-18,18,Monday,47,11,November,4,2024
20241119,2024-11-19,19,Tuesday,47,11,November,4,2024
20241120,2024-11-20,20,Wednesday,47,11,November,4,2024
20241121,2024-11-21,21,Thursday,47,11,November,4,2024
20241122,2024-11-22,22,Friday,47,11,November,4,2024
20241123,2024-11-23,23,Saturday,47,11,November,4,2024
20241124,2024-11-24,24,Sunday,48,11,November,4,2024
20241125,2024-11-25,25,Monday,48,11,November,4,2024
20241126,2024-11-26,26,Tuesday,48,11,November,4,2024
20241127,2024-11-27,27,Wednesday,48,11,November,4,2024
20241128,2024-11-28,28,Thursday,48,11,November,4,2024
20241129,2024-11-29,29,Friday,48,11,November,4,2024
20241130,2024-11-30,30,Saturday,48,11,November,4,2024
20241201,2024-12-01,1,Sunday,49,12,December,4,2024
20241202,2024-12-02,2,Monday,49,12,December,4,2024
20241203,2024-12-03,3,Tuesday,49,12,December,4,2024
20241204,2024-12-04,4,Wednesday,49,12,December,4,2024
20241205,2024-12-05,5,Thursday,49,12,December,4,2024
20241206,2024-12-06,6,Friday,49,12,December,4,2024
20241207,2024-12-07,7,Saturday,49,12,December,4,2024
20241208,2024-12-08,8,Sunday,50,12,December,4,2024
20241209,2024-12-09,9,Monday,50,12,December,4,2024
20241210,2024-12-10,10,Tuesday,50,12,December,4,2024
20241211,2024-12-11,11,Wednesday,50,12,December,4,2024
20241212,2024-12-12,12,Thursday,50,12,December,4,2024
20241214,2024-12-14,14,Saturday,50,12,December,4,2024
20241215,2024-12-15,15,Sunday,51,12,December,4,2024
20241216,2024-12-16,16,Monday,51,12,December,4,2024
20241217,2024-12-17,17,Tuesday,51,12,December,4,2024
20241218,2024-12-18,18,Wednesday,51,12,December,4,2024
20241219,2024-12-19,19,Thursday,51,12,December,4,2024
20241220,2024-12-20,20,Friday,51,12,December,4,2024
20241221,2024-12-21,21,Saturday,51,12,December,4,2024
20241222,2024-12-22,22,Sunday,52,12,December,4,2024
20241223,2024-12-23,23,Monday,52,12,December,4,2024
20241224,2024-12-24,24,Tuesday,52,12,December,4,2024
20241225,2024-12-25,25,Wednesday,52,12,December,4,2024
20241226,2024-12-26,26,Thursday,52,12,December,4,2024
20241227,2024-12-27,27,Friday,52,12,December,4,2024
20241228,2024-12-28,28,Saturday,52,12,December,4,2024
20241229,2024-12-29,29,Sunday,53,12,December,4,2024
20241230,2024-12-30,30,Monday,53,12,December,4,2024
20241231,2024-12-31,31,Tuesday,53,12,December,4,2024
